id_poi;nom;categorie;types;description_analyse;public_cible
3440;Grande boucle VTT de Vatteville-la-Rue;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Une longue randonnée à VTT proposée aux sportifs dans la Forêt domaniale de Brotonne et le long des boucles de la Seine. Une longue randonnée à VTT proposée aux sportifs dans la Forêt domaniale de Brotonne et le long des boucles de la Seine.;Adultes, Randonneurs, Sportifs
3450;Le Cristal Cabaret;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, Theater;Le Cabaret transformiste Cristal Chic ouvre ses portes à Saint-Wandrille pour une expérience éblouissante et inoubliable. Plongez dans un univers glamour et audacieux où les artistes transformistes vous offrent un spectacle haut en couleur, mêlant... Le Cabaret transformiste Cristal Chic ouvre ses p;Adultes, Familles
3451;"Circuit ""Sur les pas d'Emma Bovary""";activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Ce circuit littéraire et numérique vous propose de partir sur les traces de la célèbre héroïne du roman de Gustave Flaubert, Madame Bovary. Dans la description que Flaubert fait du village fictif de Yonville-l'Abbaye, où il situe l'action de son roman, on peut reconnaître les principaux traits de la;Adultes, Familles, Randonneurs
3454;Etocquigny;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Cet itinéraire balisé vous permettra de découvrir les charmes de la vallée de l'Yères. Au point de départ, vous pourrez admirer l'Eglise de Saint-Martin-le-Gaillard avec son clocher en forme de hache. Après avoir traversé le bois domanial de Saint-Martin, vous emprunterez le Chemin Vert du Petit Cau;Adultes, Familles, Randonneurs
3461;SPA du Drap d'Or - Hôtel de Bourgtheroulde;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Situé en plein coeur de Rouen, le SPA au Drap d'Or de l'Hôtel de Bourgtheroulde vous offrent 700 m² d'espaces entièrement entièrement à votre confort et à votre détente. Divers soins esthétiques et de bien-être (soins du corps, soins du visage,... Situé en plein coeur de Rouen, le SPA au Drap d'Or d;Adultes
3470;Hippodrome du Mont Louvet;activity;schema:LocalBusiness, PlaceOfInterest, PointOfInterest, Racetrack, SportsAndLeisurePlace;Situé en plein centre du Pays de Bray, l'hippodrome bénéficie d'une piste cendrée machefer attenante à une tribune neuve avec hall. 8 réunions à l'année, enjeux nationaux. Discipline trot. Catégorie 3e. Corde droite. Situé en plein centre du Pays de Bray, l'hippodrome bénéficie d'une piste cendrée m;Adultes, Familles
3473;Saint-Rémy;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Ce beau circuit propose des paysages variés. Vous cheminerez le long de l'Andelle. Le Marais des Communaux, site naturel proche du circuit, est à découvrir. Ce beau circuit propose des paysages variés. Vous cheminerez le long de l'Andelle. Le Marais des Communaux, site naturel proche du circuit, est;Adultes, Familles, Randonneurs
3478;Étangs de Sommery;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Au milieu des prés dans un espace boisé, 7 bassins à la truite ont été aménagés pour vous adonner à votre loisir préféré. Pour les individuels, des forfaits vous sont proposés à la demi-journée ou à la journée. Les individuels, les groupes, les... Au milieu des prés dans un espace boisé, 7 bassins à;Adultes, Familles, Groupes
3493;Les Comtes d'Evreux;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Sur les traces du comte archevêque. A l'entrée du vallon de Fontaineval, à Notre-Dame-de-Gravenchon, veillent encore les vestiges de l'enceinte fortifiée et la motte féodale du bois du Parc qui lui fait face. Sentinelles érigées par les comtes d'Evreux, parents des Ducs de Normandie, elles faisaient;Adultes, Familles, Randonneurs
3507;Gare de Clères;activity;schema:TrainStation, PlaceOfInterest, PointOfInterest, TrainStation, Transport;nan nan;Adultes, Familles
3518;Casino Yport;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Dans une ambiance conviviale le personnel du casino d'Yport vous accueille tous les jours avec plaisir, pour vous faire vivre une expérience casino inoubliable. Tous les jours venez découvrir de nouvelles animations et jeux ! Dans une ambiance conviviale le personnel du casino d'Yport vous accueille;Adultes
3519;Boucle VTT de Lillebonne;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Une belle randonnée dans la Vallée de la Seine pour les amateurs de VTT. Attention boucle réservée aux sportifs! Attention : jusqu'à fin novembre 2022 des travaux sur le parcours au niveau du chemin rural de la Martinière, à Villequier contraint à une déviation ajoutant 1km à la randonnée, vous trou;Adultes, Familles, Randonneurs, Sportifs
3520;UGOLF Rouen La Forêt Verte;activity;schema:GolfCourse, GolfCourse, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;En bordure de forêt, le Golf de Rouen la Forêt Verte vous accueille dans un cadre paisible où amateurs et expérimentés pourront profiter de ce parcours légèrement vallonné de 18 trous, avec 4 obstacles d'eau et plus de 50 bunkers. Situé à proximité... En bordure de forêt, le Golf de Rouen la Forêt V;Adultes, Débutants, Familles
3529;Rouen Tourisme - Point d'information touristique de Jumièges;activity;schema:TouristInformationCenter, LocalTouristOffice, PlaceOfInterest, PointOfInterest, TouristInformationCenter;nan Face à l'Abbaye, le Bureau d'accueil de Jumièges vous renseigne tout au long de l'année. L'équipe du Bureau d'accueil est à votre disposition pour vous accompagner dans la découverte de Jumièges, son abbaye et ses alentours. Le Bureau d'accueil de Jumièges est rattaché à l'Office de Rouen.;Adultes, Familles
3546;Stade Océane;activity;schema:LocalBusiness, schema:StadiumOrArena, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, Stadium;Le Stade Océane est une réponse audacieuse et innovante aux enjeux du sport, du divertissement et de la culture. Plus grande enceinte de Normandie avec 25 000 places assises en configuration football, cette arène multifonctions peut accueillir... Le Stade Océane est une réponse audacieuse et innovan;Adultes, Enfants, Familles
3555;La Chappelle Saint-Maurice;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;nan nan;Adultes, Familles, Randonneurs
3567;Les Six Frères;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Partez à la rencontre d’une petite commune rurale. Dès le point de départ, vous apprécierez ses richesses touristiques avec l’église Sainte-Marguerite. Vous poursuivrez votre randonnée en lisière de forêt d’Eawy. Partez à la rencontre d’une petite commune rurale. Dès le point de départ, vous appréci;Adultes, Familles, Randonneurs
3576;Le Bois Lambert;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Au travers de cette boucle balisée, vous découvrirez les sources de la Durdent, un petit fleuve seine-marin situé en plein du coeur du Pays de Caux et qui prend ses sources à Héricourt. Vous aurez l'occasion d'admirer un panorama sur la vallée mais aussi un paysage varié de forêt et de plaines. La v;Adultes, Familles, Randonneurs
3602;Club de Loisirs Nautiques Thalassa;activity;schema:LocalBusiness, PlaceOfInterest, PointOfInterest, SightseeingBoat, SportsAndLeisurePlace;Le Club de loisirs Thalassa vous propose des sorties en mer (en matinée, l'après-midi, en soirée, en journée et en week-ends), des croisières en voiliers habitables de plusieurs jours (vers le Cotentin, la Bretagne, les îles Anglo-normandes,... Le Club de loisirs Thalassa vous propose des sorties en;Adultes, Familles
3614;Ecuries Les Essartis;activity;schema:LocalBusiness, EquestrianCenter, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Les Écuries Les Essartis sont implantées sur un domaine aux structures pratiques et de qualité conçues pour le bien-être animal. Cette structure bénéficie d'un environnement privilégié où détente et grand-air se conjuguent au profit de l'équitation... Les Écuries Les Essartis sont implantées sur un ;Adultes, Enfants
3628;Piscine de la Vallée;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Situé dans le cadre exceptionnel de la Vallée de la Durdent, la piscine de la Vallée est un équipement haute qualité environnementale. Sa toiture végétalisée, son dispositif eau chaude sanitaire solaire et de déshumidification thermodynamique en... Situé dans le cadre exceptionnel de la Vallée de la;Adultes, Débutants, Sportifs
3638;Circuit des Vallons;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Cette boucle vous propose de partir à la découverte des sources et du patrimoine religieux local. Cette boucle vous propose de partir à la découverte des sources et du patrimoine religieux local.;Adultes, Familles, Randonneurs
3642;Les Deux Chênes;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Direction la Forêt Domaniale du Trait-Maulévrier, sur le circuit des Deux Chênes. Un parcours idéal pour les familles, à la découverte du célèbre chêne d’Allouville. Au départ de l’Office de Tourisme, ce parcours vous amène tout d’abord au pied de l’arbre millénaire. Vous ne connaissez pas son histo;Adolescents, Adultes, Enfants, Familles, Randonneurs
3645;Planète Bien-être;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Planète Bien-Être, situé en plein cœur de Rouen, vous propose une palette d'activités dans une ambiance familiale correspondant à chacun de vos besoins : salle de musculation, cardio, cours de fitness, gymnastique douce, coaching, baby-gym.... Planète Bien-Être, situé en plein cœur de Rouen, vous pr;Adultes, Familles
3652;Comité Bovary;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Le Comité Bovary, créé en 2017 et dont le siège est installé à la mairie de Ry (76116), a pour mission de mettre en valeur le riche patrimoine littéraire et culturel de la commune autour du roman Madame Bovary de Gustave Flaubert. L’association... Le Comité Bovary, créé en 2017 et dont le siège est ;Adultes, Familles
3654;La balade de Quiberville;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Promenade pour les initiés comme pour les débutants. Découvrez ou redécouvrez ce village par les sentiers et admirez un beau panorama sur la Côte d'Albâtre. Promenade pour les initiés comme pour les débutants. Découvrez ou redécouvrez ce village par les sentiers et admirez un beau panorama sur la Cô;Adultes, Débutants, Familles, Randonneurs
3655;La Hêtraie;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Au départ de l'église de Mont-Rôty, cette randonnée dans le bois du Temple saura éveiller la curiosité des marcheurs avec ses nombreuses richesses. Prenez le temps d'observer l'ancienne commanderie ainsi que le lieu de commémoration de la Rouge-Mare. Arrêtez vous en chemin pour découvrir la faune et;Adultes, Enfants, Familles, Randonneurs
3666;La Varenne et l'Eawy à cheval;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Ce parcours d'une demi-journée est idéal pour la promenade à cheval. Vos sens seront mobilisés tout au long du chemin : la vue sera utilisée lors du panorama sur les étangs de pêche de Saint-Germain d'Etables, le goût pourra être contenté par les fruits à cueillir vous même à la Ferme fruitière de B;Adultes, Enfants, Familles
3682;La Plaine de Sonimare;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Balade en pays de Caux entre champs, plaine, mares, petits villages, hameaux et clos-masures. Balade en pays de Caux entre champs, plaine, mares, petits villages, hameaux et clos-masures.;Adultes, Familles, Randonneurs
3692;Le Val au Cesne;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Un circuit agréable de 2h15 à travers bois, champs et vallées dans le Pays de Caux. Un circuit agréable de 2h15 à travers bois, champs et vallées dans le Pays de Caux.;Adultes, Familles, Randonneurs
3693;Boucle de Saint-Wandrille Rançon;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Une promenade très agréable dans la Vallée de la Seine. Entre Abbaye de Fontenelle, espace forestier et ancienne voie romaine, votre parcours vous emmènera sur les traces du patrimoine local. Cette balade commence dans le magnifique petit village de Saint Wandrille Rançon, niché au cœur de la vallée;Adultes, Familles, Randonneurs, Sportifs
3698;De Motteville à Flamanville;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Au cours de cette randonnée, découvrez l’espace Détente auprès de la mare de Motteville : parcours santé, tables de pique-nique, tables de lecture sur le thème de la faune et de la flore… Au cours de cette randonnée, découvrez l’espace Détente auprès de la mare de Motteville : parcours santé, tables;Adultes, Familles, Randonneurs
3703;Édruchon;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;nan nan;Adultes, Familles, Randonneurs
3706;Albâtre Kitesurf;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Albâtre Kitesurf vous propose des cours de kitesurf du débutant ou en perfectionnement en cours collectif ou particulier, ainsi que des des initiations au stand up paddle, balade, randonnées en mer et en rivière. Pour les plus petits, Albâtre... Albâtre Kitesurf vous propose des cours de kitesurf du;Adolescents, Adultes, Débutants, Enfants, Familles, Randonneurs
3711;Sur la Rive du Dun à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;nan nan;Adultes, Sportifs
3745;Spa du Donjon - Domaine Saint Clair;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;À travers un large choix de soins, massages ou cérémonies pour les femmes, les hommes et même les enfants, le Spa du Donjon vous propose une parenthèse bien-être loin du tourbillon de la vie. Toute l’année, en solo ou en duo, clients de l'hôtel ou... À travers un large choix de soins, massages ou cé;Adultes, Enfants, Familles, Randonneurs
3755;Au fil de l'Eaulne à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Une randonnée VTT aux points de vue remarquables sur la Vallée de l'Eaulne. Nous vous conseillons cet itinéraire qui va ravir les sportifs et les amoureux de la nature. Avec ses dénivelées de part et d'autre de la rivière, on vous promet une promenade variée et spectaculaire. N'oubliez pas le casque;Adultes, Randonneurs, Sportifs
3758;Le Moulin à vent à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Le parcours VTT du Moulin à Vent vous amènera à la découverte de curiosités architecturales. Casque sur la tête et bouteille d'eau dans le sac, partez à la recherche des batiments qui jalonnent le circuit. De la Tour Mailly, accolée à l'église au clocher penché de Saint-Léger-au-Bois, point de dépar;Adultes, Familles, Sportifs
3765;Circuit de l'Europe;activity;schema:LocalBusiness, PlaceOfInterest, PointOfInterest, RacingCircuit, SportsAndLeisurePlace;Situé à proximité de l'autoroute A13, le circuit de l'Europe propose des kartings à la location (des séries de 10 minutes à une course de 24h) et une activité paintball. Situé à proximité de l'autoroute A13, le circuit de l'Europe propose des kartings à la location (des séries de 10 minutes à une co;Adolescents, Adultes
3766;Sur les traces de François 1er;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Une superbe parcours pour les amoureux de la forêt. Cet itinéraire donne un aperçu du domaine de Brotonne et d'un des plus beaux tronçons de la Route des chaumières du Parc Naturel Régional des Boucles de la Seine Normande, avec en prime de beaux points de vue sur le fleuve.N'hésitez pas à contacter;Adultes, Enfants, Familles
3767;The Roof Le Havre - Maison de l'escalade;activity;ClimbingWall, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Salle d'escalade de bloc, sans cordes ni baudriers, à maximum 4,50 mètres de haut. The Roof propose des cours, des stages ou de la pratique libre. Service de bar et de restauration. Salle d'escalade de bloc, sans cordes ni baudriers, à maximum 4,50 mètres de haut. The Roof propose des cours, des sta;Adolescents, Adultes
3771;Petite boucle VTT de Vatteville-la-Rue;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Au départ de Vatteville-la-Rue, une petite boucle de randonnée pour VTT au sein de la Forêt domaniale de Brotonne est aménagée. Au départ de Vatteville-la-Rue, une petite boucle de randonnée pour VTT au sein de la Forêt domaniale de Brotonne est aménagée.;Adultes, Randonneurs, Sportifs
3780;La Seine par ses bacs;activity;olo:OrderedList, PointOfInterest, RoadTour, Tour;Une route qui vous fera traverser la Seine à moto dans une vallée plein de charme. Une route qui vous fera traverser la Seine à moto dans une vallée plein de charme.;Adultes, Familles
3790;Golf de Yerville;activity;schema:GolfCourse, GolfCourse, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Ouvert à tous, il permet aux débutants de découvrir le golf en toute sérénité, ainsi qu'aux joueurs plus expérimentés de parfaire leur entrainement. Golf de 9 trous avec des parcs 3 et 4, un practice, club house. Golf au parcours relativement plat... Ouvert à tous, il permet aux débutants de découvr;Adultes, Débutants, Familles
3794;Écomusée de la Pomme et du Cidre;activity;ActivityProvider, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Jolie cadre typiquement cauchois avec production de cidre et écomusée de la pomme et du cidre. Visite de l'écomusée, de la cave et des vergers. Vous découvrirez également notre clos-masure chargé d'histoire, avec ses pommiers, son magnifique... Jolie cadre typiquement cauchois avec production de cid;Adultes, Familles
3796;Aire de pique-nique de Bierville;activity;ConvenientService, PicnicArea, PlaceOfInterest, PointOfInterest;Table de pique-nique située derrière l'église, près de la salle polyvalente, à côté de la mare. Table de pique-nique située derrière l'église, près de la salle polyvalente, à côté de la mare.;Adultes, Familles
3806;Centre équestre Le Petit Torcy;activity;schema:LocalBusiness, EquestrianCenter, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Le centre équestre du Petit Torcy est situé au coeur du Pays de Caux. Il s'étend sur une superficie de 6,5 Ha. Moniteur diplômé d'état, proposant des cours et des stages pour tous niveaux, sur poney et cheval, cours et perfectionnement du G1 au G7.... Le centre équestre du Petit Torcy est situé au c;Adultes, Enfants, Familles, Randonneurs
3808;La Chevauchée en Forêt de Lyons;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;La Chevauchée en Forêt de Lyons est un itinéraire de randonnée équestre qui vous plongera au cœur de l’une des plus grandes hétraies de France. Pendant 35km laissez-vous envoûter par ses charmes et ses richesses. N’oubliez pas que cette randonnée peut s’effectuer dans les deux sens, soit au départ d;Adultes, Enfants, Familles, Randonneurs
3812;Le sentier des Mares;activity;olo:OrderedList, EducationalTrail, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, Tour, WalkingTour;Le sentier des mares, accessible à tous, offre une promenade dans un cadre paysager traditionnel. Le sentier des mares, accessible à tous, offre une promenade dans un cadre paysager traditionnel.;Adultes, Enfants, Familles, Groupes scolaires, Randonneurs
3813;Mauquenchy-Roncherolles en Bray;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;nan nan;Adultes, Familles, Randonneurs
3816;PR Les Hauts de Caudebec;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Plusieurs panoramas sur la vallée de la Seine à découvrir au cours de la promenade avant de finir par celui qui vous est offert du quartier de la Vignette : Caudebec-en-Caux et son joyau gothique. Plusieurs panoramas sur la vallée de la Seine à découvrir au cours de la promenade avant de finir par c;Adultes, Familles, Randonneurs
3817;Ecurie des Grandes Plaines;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;L'écurie des Grandes Plaines vous propose de l'équitation de loisir, en cours et en balade, pour enfant et adulte, en cours particulier ou semi-collectif pour tous niveaux. Prise de rendez-vous obligatoire ! Ambiance familiale et conviviale autour... L'écurie des Grandes Plaines vous propose de l'éq;Adultes, Enfants, Familles, Randonneurs
3850;Le Clos Jacquet;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Chemin faisant, vous voici rue Victor Hugo. A l'Est de cette rue et jusqu'à l'embranchement des rues Jean-Macé et Sauvage s'élevait auparavant une chapelle dite du Clos Jacquet avec sa maladrerie. Autrefois écarté des habitations d'Auffay et privé de toute relation sociale, l'endroit fut choisi par ;Adultes, Familles, Randonneurs
3854;Club Subaquatique Fécampois;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, SportsClub;Le Club Subaquatique Fécampois vous propose diverses activités : plongée sous-marine, apnée, photo sous-marine, biologie sous-marine... Baptêmes en piscine, préparation aux niveaux 1,2 et 3 de la FFESSM. Les entraînements ont lieu de septembre à mai... Le Club Subaquatique Fécampois vous propose div;Adultes, Sportifs
3857;La Chapelle du Bout du Vent;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;La Chapelledu bout du vent fut construite entre 1727 et 1730. Elle devait permettre aux paroissiens de ne plus traverser la Seine pour se rendre à l'église Saint-Valentin de Jumièges. Elle tient son nom du fait qu'à cet endroit, les vents changent de positions, rendant la navigation difficile. La Ch;Adultes, Familles, Randonneurs
3865;Gratte-Panche à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Cette boucle emprunte les sentiers des deux versants de la Vallée. Présence d'un moulin à eau à Sept-Meules, celui-ci faisait partie des sept moulins qui ont donné son nom au village. À Cuverville-sur-Yères, ruines d'un château du XIIIe siècle, dont il ne reste que la porte. La maison située à côté ;Adultes, Sportifs
3872;L'Etincelle, Théâtre(s) de la Ville de Rouen;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, Theater;L’Étincelle, Théâtre(s) de la Ville de Rouen offre une programmation pluridisciplinaire : les spectacles de musiques du monde, de jazz, de théâtre, de danse et les rendez-vous pour le jeune public rythment la saison. L’émergence, la mise en lumière... L’Étincelle, Théâtre(s) de la Ville de Rouen off;Adultes, Familles
3879;Creppeville à Vaudreville;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Partez pour deux bonnes heures de randonnée en partant du fond de la Vallée de la Scie jusqu'au plateau du Pays de Caux. Ce circuit mêle à la fois balade bucolique et effort sportif ! Partez pour deux bonnes heures de randonnée en partant du fond de la Vallée de la Scie jusqu'au plateau du Pays de C;Adultes, Familles, Randonneurs, Sportifs
3881;Aire de pique-nique d'Elbeuf-sur-Andelle;activity;ConvenientService, PicnicArea, PlaceOfInterest, PointOfInterest;Plusieurs tables de pique-nique en bord de la rivière de l'Andelle. Plusieurs tables de pique-nique en bord de la rivière de l'Andelle.;Adultes, Familles
3889;Piscine André Martin;activity;schema:LocalBusiness, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, SwimmingPool;Pour profiter en famille ou entre amis des bassins ludiques, pour garder la forme, pour vous réconcilier avec l’eau, pour votre bien-être ou juste pour le plaisir… Il y a toujours une bonne raison de venir à la piscine ! La piscine a été entièrement... Pour profiter en famille ou entre amis des bass;Adultes, Enfants, Familles
3895;Promenade au Pays d'Emma Bovary;activity;olo:OrderedList, PointOfInterest, RoadTour, Tour;Venez, vous promener au Pays d'Emma Bovary et ainsi découvrir les sites et paysages qui auraient servi de cadre au célèbre roman de Gustave Flaubert. Parcourez les villages et partez à la recherche des différents panneaux d'informations implantés sur les sites en lien avec l’œuvre de Madame Bovary. ;Adultes, Familles
3899;Les randos de Pierrot;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Les Randos de Pierrot vous propose un concept novateur de randonnée motorisée, sans émission de CO2 et sans bruit, en immersion avec la nature luxuriante du Pays de Caux. A partir de 12 ans, en famille ou entre amis, vous apprendrez à piloter une... Les Randos de Pierrot vous propose un concept nova;Adultes, Familles, Randonneurs
3907;Etocquigny à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Cet itinéraire balisé vous permettra de découvrir les charmes de la vallée de l'Yères. Au point de départ, vous pourrez admirer l'Eglise de Saint-Martin-le-Gaillard avec son clocher en forme de hache. Après avoir traversé le bois domanial de Saint-Martin, vous emprunterez le Chemin Vert du Petit Cau;Adultes, Familles, Sportifs
3915;Domaine de Merval;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, TeachingFarm;Domaine exceptionnel de 120ha, où sont produits Calvados AOC, Pommeau de Normandie AOC, cidre, jus de pommes, fromage de Neufchâtel AOP bio Domaine exceptionnel de 120ha, où sont produits Calvados AOC, Pommeau de Normandie AOC, cidre, jus de pommes, fromage de Neufchâtel AOP bio;Enfants, Familles, Groupes scolaires
3918;Linda Lenormand Réflexologie;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Linda est réflexologue et praticienne en massage traditionnel chinois certifiée de l'École Normandie Réflexologie et de l'École Shen Paris. La réflexologie plantaire est une technique manuelle de digito pression sur des zones spécifiques des pieds... Linda est réflexologue et praticienne en massage ;Adultes
3924;Patrimoine de la Vallée du Dun à cheval;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Au cœur du Pays de Caux, la Chapelle-sur-Dun et son église sont le point de départ de cette randonnée de 7,8km qui plaira aux petits comme aux grands. Laissez-vous séduire par les paysages champêtres et le patrimoine rural que vous fera découvrir ce circuit. Alors on grimpe sur le dos de son cheval,;Adultes, Enfants, Familles, Randonneurs
3925;Le Volcan, Scène nationale du Havre;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, Theater;Monument à l’architecture unique, Le Volcan est l’œuvre de l’architecte brésilien Oscar Niemeyer. Il est un des symboles de la reconstruction havraise. Réhabilité en 2015, il abrite aujourd’hui la Scène nationale du Havre : lieu de diffusion et de... Monument à l’architecture unique, Le Volcan est l;Adultes, Familles, PMR
3930;Vertigo;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Des racines à la cime, explorez vos arbres préférés de 7 à 77 ans ! La grimpe d'arbres est une activité ludique et sportive de pleine nature qui, avec des techniques sécurisées et adaptées du métier d’arboriste, vous propose de vous hissez le long... Des racines à la cime, explorez vos arbres préfér;Adultes, Enfants, Familles
3932;Circuit La Coudrette;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Direction Houpeville pour une randonnée 2 en 1 ! Deux circuits qui composent une boucle d’environ 2h30, au cœur d’une magnifique hêtraie. Ce parcours traverse la Forêt Domaniale Verte, qui forme avec les forêts de la Londe-Rouveray et de Roumare, un véritable poumon vert au cœur des boucles de la Se;Adultes, Familles, Randonneurs
3934;Parcours accrobranche indoor - Art'Sport Café;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Art's Sport Café vous propose un parcours accrobranche indoor en hauteur, de 6 à 10m avec différents niveaux de progression en toute sécurité : 21 ateliers différents (pont de singe, plateaux suspendus, rondins, mur d'escalade, filets horizontaux et... Art's Sport Café vous propose un parcours accro;Adolescents, Adultes, Enfants, Familles
3944;Le Vert Buisson à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Au départ de Rocquefort, ce parcours offre un véritable bain de nature entre les côteaux boisés, le fond du vallon du Vert Buisson et les espaces cultivés du plateau cauchois. Le patrimoine local est aussi présent sur votre parcours (fermes, églises, château et maisons normandes) qui suit le même ch;Adultes, Enfants, Familles, Sportifs
3958;Golf Club de Rouen - Mont-Saint-Aignan;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Un parcours exceptionnel accessible à tous ! Le Golf de Rouen - Mont-Saint-Aignan vous accueille dans un cadre unique où vous (re)découvrirez les joies du golf à partager entre amis ! Constitué de 18 trous sur un ensemble de 5560 mètres, vous... Un parcours exceptionnel accessible à tous ! Le Golf d;Adultes, Familles
3978;Cours individuel de golf;activity;schema:GolfCourse, ActivityProvider, GolfCourse, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Les cours individuels sont proposés toute l'année sur réservation. Les quelques informations importantes : Inscriptions obligatoires / 1h de cours / Les seaux de balles sont compris dans les séances Possibilité de profiter en duo : cours... Les cours individuels sont proposés toute l'année sur réser;Adultes
3983;Mini-golf de Rives-en-Seine;activity;MiniGolf, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Le golf miniature de Rives-en-Seine est idéalement situé en bord de fleuve, dans un cadre végétalisé sur le quai Guilbaud. Les 9 trous proposés font évoluer les joueurs sur le thème de la Seine : la balle passe sur le Pont de Brotonne ou sur un bac... Le golf miniature de Rives-en-Seine est idéaleme;Adultes, Enfants, Familles
3997;Le Labyrinthe des Falaises;activity;schema:AmusementPark, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, ThemePark;Partez à l’aventure dans nos différents parcours de labyrinthes adaptés à chacun pour résoudre nos énigmes. Profitez d’une pause pour pique-niquer et vous évader avec nos différentes activités (structures gonflables, karts à pédales, jeux en bois et... Partez à l’aventure dans nos différents parcour;Adultes, Enfants, Familles
4005;Gare du Havre;activity;schema:TrainStation, PlaceOfInterest, PointOfInterest, TrainStation, Transport;nan nan;Adultes, Familles
4013;Le Puits Merveilleux;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Le long de votre balade vous croiserez une bien étrange ouverture : le puits merveilleux. En continuant votre chemin, vous aurez l’occassion de passer en lisière du camp souverain, lieu déjà occupé sous l’antiquité Le long de votre balade vous croiserez une bien étrange ouverture : le puits merveill;Adultes, Familles, Randonneurs
