id_poi;Nom;Categorie;Ville;CP;Rue;Verdict_initial;Adresse_GPS;lat_old;lon_old;lat_new;lon_new;adresse_geocodee;strategie_utilisee;correction_status
;Castel de la Terrasse;accommodation;étretat;76790;1 rue jean baptiste cochin;PARFAIT Ville+CP+Rue;le castel de la terrasse, 1, rue jean baptiste cochin, le grand val, étretat, le havre, seine-maritime, normandie, france métropolitaine, 76790, france;49.705583;0.203298;49.705583;0.203298;;;✅✅CONSERVE_PARFAIT
;Fête de la Mer;event;veules-les-roses;76980;centre village;OK Ville+CP;2, rue héricher, veules-les-roses, dieppe, seine-maritime, normandie, france métropolitaine, 76980, france;49.8726018;0.7993591;49.8726018;0.7993591;;;PAS_TROUVE
;"Les cabanes d'Eddie ""Viking"" - Domaine Le Soleil Couchant";accommodation;avesnes-en-val;76630;13 hameau de regnetuit;OK Ville+CP;rue de la plaine, régnetuit, avesnes-en-val, dieppe, seine-maritime, normandie, france métropolitaine, 76630, france;49.924123;1.37919865;49.924123;1.37919865;;;PAS_TROUVE
;[Régate] Dieppe Banana's Cup;event;dieppe;76200;plage;OK Ville+CP;boulevard maréchal foch, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.9284656;1.07529325;49.9284701;1.0754883;Plage, Boulevard Maréchal Foch, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76200, France;adresse_seule;✅CORRIGE
;"Sophro-promenade ""Sérénité""";event;monchy-sur-eu;76260;;OK Ville+CP;place de la mairie, la berquerie, monchy-sur-eu, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;49.994994;1.45078;49.994994;1.45078;;;PAS_TROUVE
;[Exposition de voitures] Dieppe Rallye Historique;event;offranville;76550;/ 453 rue louis loucheur;OK Ville+CP;rue louis loucheur, le ris, offranville, dieppe, seine-maritime, normandie, france métropolitaine, 76550, france;49.8726358;1.0438192;49.8717457;1.042393;Camping du Colombier, 453, Rue Louis Loucheur, Le Ris, Offranville, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76550, France;adresse_seule;✅CORRIGE
;Concert : La Nature en Musique;event;montivilliers;76290;1 rue oscar commettant;PARFAIT Ville+CP+Rue;salle michel-vallery, 1, rue oscar commettant, les lombards, montivilliers, le havre, seine-maritime, normandie, france métropolitaine, 76290, france;49.5442684;0.1946963;49.5442684;0.1946963;;;✅✅CONSERVE_PARFAIT
;Maison des Forêts de Saint-Etienne du Rouvray;nature;saint-étienne-du-rouvray;76800;chemin des cateliers;PARFAIT Ville+CP+Rue;chemin des cateliers, saint-étienne-du-rouvray, rouen, seine-maritime, normandie, france métropolitaine, 76800, france;49.3839398;1.08762189;49.3839398;1.08762189;;;✅✅CONSERVE_PARFAIT
;Musée Municipal des Ivoires;culture;yvetot;76190;8 place joffre;PARFAIT Ville+CP+Rue;ecopress, 4, place du maréchal joffre, yvetot, rouen, seine-maritime, normandie, france métropolitaine, 76190, france;49.6174738;0.75487017;49.6174738;0.75487017;;;✅✅CONSERVE_PARFAIT
;Chez Monsieur et Madame FRÉVAL;accommodation;saint-nicolas-de-la-taille;76170;480 route de lillebonne;A VERIFIER Ville|CP;501, route de lillebonne, saint-antoine-la-forêt, le havre, seine-maritime, normandie, france métropolitaine, 76170, france;49.530211;0.480582;49.530211;0.480582;;;PAS_TROUVE
;Tim'Jet;activity;saint-jouin-bruneval;76280;plage de saint-jouin-bruneval;PARFAIT Ville+CP+Rue;rue du belvédère, saint-jouin-bruneval, le havre, seine-maritime, normandie, france métropolitaine, 76280, france;49.651031;0.1517383;49.651031;0.1517383;;;✅✅CONSERVE_PARFAIT
;Marché de Tôtes;event;tôtes;76720;rue roger fossé;A VERIFIER Ville|CP;24, rue roger fossé, auffay, val-de-scie, dieppe, seine-maritime, normandie, france métropolitaine, 76720, france;49.7186236;1.09992692;49.7186236;1.09992692;;;PAS_TROUVE
;La Fête de la musique Gruchet;event;gruchet-le-valasse;76210;5 rue du docteur gernez;OK Ville+CP;rue du docteur gernez, gruchet-le-valasse, le havre, seine-maritime, normandie, france métropolitaine, 76210, france;49.55816;0.48493;49.5588949;0.4838789;Espace Mozaïk - centre social, 5, Rue du Docteur Gernez, Gruchet-le-Valasse, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76210, France;adresse_seule;✅CORRIGE
;Château d'Arques;culture;arques-la-bataille;76880;;OK Ville+CP;mairie d'arques-la-bataille, place pierre desceliers, côte du château, calmont, arques-la-bataille, dieppe, seine-maritime, normandie, france métropolitaine, 76880, france;49.880241;1.125068;49.880241;1.125068;;;PAS_TROUVE
;Bienvenue Cour des Terre-Neuvas;accommodation;saint-valery-en-caux;76460;22 cours des terres neuvas;OK Ville+CP;14, petite rue louis savoye, le bourgthéroulde, etennemare, saint-valery-en-caux, dieppe, seine-maritime, normandie, france métropolitaine, 76460, france;49.860582;0.708557;49.860582;0.708557;;;PAS_TROUVE
;Escape Game Egypte « Le trésor d’Amékhasis » - Art’Sport Café;activity;le havre;76600;8 rue marcel toulouzan;PARFAIT Ville+CP+Rue;art'sport café, 8, rue marcel toulouzan, l'eure, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.4871471;0.14572997;49.4871471;0.14572997;;;✅✅CONSERVE_PARFAIT
;Parc des Falaises du Havre;nature;sainte-adresse;76310;;OK Ville+CP;la-heve, rue du carrousel, sainte-adresse, le havre, seine-maritime, normandie, france métropolitaine, 76310, france;49.510479;0.066994;49.510479;0.066994;;;PAS_TROUVE
;Le Clos des Tempêtes;accommodation;étretat;76790;15 d rue alphone karr;PARFAIT Ville+CP+Rue;15, rue alphonse karr, le grand val, étretat, le havre, seine-maritime, normandie, france métropolitaine, 76790, france;49.7068546;0.2037023;49.7068546;0.2037023;;;✅✅CONSERVE_PARFAIT
;[Sortie Nature] Le vivant de la vallée de la Scie;event;hautot-sur-mer;76550;rendez vous au parking de l'huitrière;OK Ville+CP;l'huîtrière, rue du 19 août 1942, pourville-sur-mer, hautot-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76550, france;49.918234;1.0342562;49.918234;1.0342562;;;PAS_TROUVE
;"Pièce de théâtre  ""Y'a plus de vieillesse"" de la troupe""Y'a pas d'Art Qu'en Ville"" au Foyer Rural de Robertot";event;robertot;76560;foyer rural;OK Ville+CP;chemin de jehan le povremoyne, robertot, rouen, seine-maritime, normandie, france métropolitaine, 76560, france;49.717638;0.689659;49.716315;0.6917629;Rue du Foyer Rural, Beauval, Robertot, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76560, France;adresse_seule;✅CORRIGE
;[Jeux] Biblis en Folie;event;offranville;76550;/ avenue de la hêtraie;OK Ville+CP;école élémentaire eloi pruvost, rue louis loucheur, le bout de la ville, le ris, offranville, dieppe, seine-maritime, normandie, france métropolitaine, 76550, france;49.8731284;1.046969;49.886035;1.0358424;Avenue de la Hétraie, Offranville, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76550, France;adresse_seule;✅CORRIGE
;Les journées de l'arbre;event;le havre;76620;29 rue albert copieux;OK Ville+CP;rue du fort, sanvic, le havre, seine-maritime, normandie, france métropolitaine, 76620, france;49.5037783;0.0942485;49.505985;0.095798;Rue Albert Copieux, Sanvic, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76620, France;adresse_seule;✅CORRIGE
;Visite commentée du patrimoine de la commune;event;vittefleur;76450;grande rue;PARFAIT Ville+CP+Rue;église saint-martin, grande rue, vittefleur, dieppe, seine-maritime, normandie, france métropolitaine, 76450, france;49.8169907;0.63752349;49.8169907;0.63752349;;;✅✅CONSERVE_PARFAIT
;[Concert] Les Légendes Pop/Rock;event;offranville;76550;/ rue louis loucheur;OK Ville+CP;rue guy maupassant, le ris, offranville, dieppe, seine-maritime, normandie, france métropolitaine, 76550, france;49.8737296;1.0476766;49.8732831;1.0452432;Rue Louis Loucheur, Le Ris, Offranville, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76550, France;adresse_seule;✅CORRIGE
;Passage du Rallye de Dieppe-Normandie;event;lammerville;76730;;OK Ville+CP;d 270, lammerville, dieppe, seine-maritime, normandie, france métropolitaine, 76730, france;49.793689;0.968978;49.793689;0.968978;;;PAS_TROUVE
;Café des sports;food;envermeu;76630;3 rue des canadiens;OK Ville+CP;rue des canadiens, torqueville, envermeu, dieppe, seine-maritime, normandie, france métropolitaine, 76630, france;49.8958;1.26474;49.897411;1.2583759;Rue des Canadiens, Torqueville, Envermeu, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76630, France;adresse_seule;✅CORRIGE
;[Visite guidée] Dieppe : cité d’architecture, projet d’architecte(s);event;dieppe;76200;/ rdv devant l'ancienne chambre de commerce et d'industrie;OK Ville+CP;quai duquesne, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.9241512;1.0811478;49.9241512;1.0811478;;;PAS_TROUVE
;Les Enfants Terribles;food;elbeuf;76500;8 rue théodore chennevière;OK Ville+CP;mission locale, 25, rue camille randoing, le puchot, elbeuf, rouen, seine-maritime, normandie, france métropolitaine, 76500, france;49.2881375;1.00598939;49.2868228;1.0044675;Rue Théodore Chennevière, Le Puchot, Elbeuf, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76500, France;adresse_seule;✅CORRIGE
;Sur le chemin de Compostelle de Rouen à Saint-Cyr-la-Campagne;activity;rouen;76000;place de la cathédrale;PARFAIT Ville+CP+Rue;7, place de la cathédrale, vieux-marché-cathédrale, quartier vieux-marché cathédrale, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.439917;1.093788;49.439917;1.093788;;;✅✅CONSERVE_PARFAIT
;[R] Vedettes Baie de Seine - Visite du Port du Havre;activity;le havre;76600;125 bd clemenceau;OK Ville+CP;boulevard clemenceau, perrey, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.4897976;0.09740794;49.4901543;0.0975386;Boulevard Clemenceau, Perrey, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76600, France;adresse_seule;✅CORRIGE
;Concert à l'Eglise Sainte-Jeanne-D'arc;event;eslettes;76710;;OK Ville+CP;rue des roses, eslettes, rouen, seine-maritime, normandie, france métropolitaine, 76710, france;49.54895;1.0571;49.54895;1.0571;;;PAS_TROUVE
;Eden Bien-Être;activity;rouen;76000;8 place gustave robert;PARFAIT Ville+CP+Rue;8, place gustave robert, jouvenet, quartier gare / jouvenet, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.44635;1.10927;49.44635;1.10927;;;✅✅CONSERVE_PARFAIT
;Camping Le Parc;accommodation;arelaune-en-seine;76940;la mailleraye-sur-seine;PARFAIT Ville+CP+Rue;rue victor hugo, la mailleraye-sur-seine, arelaune-en-seine, rouen, seine-maritime, normandie, france métropolitaine, 76940, france;49.4843154;0.77051299;49.4843154;0.77051299;;;✅✅CONSERVE_PARFAIT
;Exposition : Récits d'une métamorphose;event;eu;76260;chapelle du collège;PARFAIT Ville+CP+Rue;chapelle du collège des jésuites, rue du collège, eu, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.0471331;1.42034096;50.0471331;1.42034096;;;✅✅CONSERVE_PARFAIT
;Chez M. Tourmente;accommodation;mirville;76210;1015 route de la gare;OK Ville+CP;route de la gare, mirville, le havre, seine-maritime, normandie, france métropolitaine, 76210, france;49.60171;0.43299;49.6020509;0.429658;Route de la Gare, Mirville, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76210, France;adresse_seule;✅CORRIGE
;Promenade & pêche en mer · Navigation Normande;activity;dieppe;76200;port de plaisance de dieppe;PARFAIT Ville+CP+Rue;port de plaisance, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.9273362;1.07996208;49.9273362;1.07996208;;;✅✅CONSERVE_PARFAIT
;"Marché à la ferme ""Les Prés d'Artemare""";event;saint-vaast-dieppedalle;76450;308 impasse d'artemare;PARFAIT Ville+CP+Rue;308, impasse d'artemare, saint-vaast-dieppedalle, dieppe, seine-maritime, normandie, france métropolitaine, 76450, france;49.7680433;0.7305165;49.7680433;0.7305165;;;✅✅CONSERVE_PARFAIT
;Marche et Barbecue;event;cuy-saint-fiacre;76220;4 rue roger cressent;OK Ville+CP;rue roger cressent, les bruyères, cuy-saint-fiacre, dieppe, seine-maritime, normandie, france métropolitaine, 76220, france;49.5131415;1.6963887;49.512038;1.6939869;Rue Roger Cressent, Les Bruyères, Cuy-Saint-Fiacre, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76220, France;adresse_seule;✅CORRIGE
;LE PIGEONNIER;accommodation;le tréport;76470;8 rue saint-éloi;OK Ville+CP;quai 39, 39, quai françois 1er, le tréport, dieppe, seine-maritime, normandie, france métropolitaine, 76470, france;50.06138;1.37122;50.0612888;1.3712337;Rue Saint-Eloi, Le Tréport, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76470, France;adresse_seule;✅CORRIGE
;Soirée du Comité des Fêtes;event;gueures;76730;salle des deux vallées;OK Ville+CP;rue de la vallée, gueures, dieppe, seine-maritime, normandie, france métropolitaine, 76730, france;49.8430072;0.96308404;49.8430072;0.96308404;;;PAS_TROUVE
;Pagaies en Seine;activity;belbeuf;76240;8 route de paris;OK Ville+CP;belbeuf, rouen, seine-maritime, normandie, france métropolitaine, 76240, france;49.3896832;1.125111;49.389361;1.125717;8, Route de Paris, Belbeuf, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76240, France;adresse_seule;✅CORRIGE
;Marché traditionnel;event;sotteville-sur-mer;76740;centre village;OK Ville+CP;place de la libération, sotteville-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76740, france;49.8817787;0.82976744;49.8817787;0.82976744;;;PAS_TROUVE
;Cinéma Le Chanteclerc;culture;aumale;76390;boulevard des fontaines;PARFAIT Ville+CP+Rue;15, boulevard des fontaines, aumale, dieppe, seine-maritime, normandie, france métropolitaine, 76390, france;49.77028;1.75352;49.77028;1.75352;;;✅✅CONSERVE_PARFAIT
;Le grand gîte d'Angélique;accommodation;norville;76330;120 impasse des granges;OK Ville+CP;impasse des granges, norville, le havre, seine-maritime, normandie, france métropolitaine, 76330, france;49.49292;0.63346;49.4929803;0.6325937;Impasse des Granges, Norville, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76330, France;adresse_seule;✅CORRIGE
;La Bouquinerie des Étoupes;culture;argueil;76780;16 place du marché aux étoupes;OK Ville+CP;place du marché aux étoupes, lotissement les boulleux, argueil, dieppe, seine-maritime, normandie, france métropolitaine, 76780, france;49.54181;1.51376;49.5422546;1.5140014;Place du Marché aux Étoupes, Lotissement Les Boulleux, Argueil, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76780, France;adresse_seule;✅CORRIGE
;Marché d'Auffay;event;val-de-scie;76720;rue roger fossé;PARFAIT Ville+CP+Rue;24, rue roger fossé, auffay, val-de-scie, dieppe, seine-maritime, normandie, france métropolitaine, 76720, france;49.7186236;1.09992692;49.7186236;1.09992692;;;✅✅CONSERVE_PARFAIT
;Voiles et Galets d'Étretat;activity;étretat;76790;pôle nautique d'étretat;OK Ville+CP;cave le bel ami, 25, rue alphonse karr, le grand val, étretat, le havre, seine-maritime, normandie, france métropolitaine, 76790, france;49.7072828;0.20310638;49.7072828;0.20310638;;;PAS_TROUVE
;Initiation au char à voile sur la Côte d'Albâtre;other;saint-aubin-sur-mer;76740;base nautique;OK Ville+CP;82, rue de la mer, saint-aubin-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76740, france;49.88984;0.87467;49.88984;0.87467;;;PAS_TROUVE
;Concours de pétanque;event;yvecrique;76560;;OK Ville+CP;1611, route d'yvetot, yvecrique, rouen, seine-maritime, normandie, france métropolitaine, 76560, france;49.688319;0.80866699;49.688319;0.80866699;;;PAS_TROUVE
;Restaurant Les Bains;accommodation;saint-valery-en-caux;76460;15 place du marché;PARFAIT Ville+CP+Rue;15 bis, place de la chapelle, la grande route, saint-valery-en-caux, dieppe, seine-maritime, normandie, france métropolitaine, 76460, france;49.8686956;0.71278947;49.8686956;0.71278947;;;✅✅CONSERVE_PARFAIT
;[Visite guidée] Dieppe, l'Avent Noël;event;dieppe;76200;rdv devant l'ancien centre aquatique les bains;OK Ville+CP;l'ô2 mer, 101, boulevard de verdun, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.92568;1.07151;49.92568;1.07151;;;PAS_TROUVE
;Chez Madame Nathalie THIREL;accommodation;mélamare;76170;367 rue des potiers;OK Ville+CP;29, résidence bellevue, mélamare, le havre, seine-maritime, normandie, france métropolitaine, 76170, france;49.53686;0.446967;49.537406;0.447662;367, Rue des Potiers, Mélamare, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76170, France;adresse_seule;✅CORRIGE
;PR La Fontaine;activity;saint-pierre-de-varengeville;76480;route du paulu;PARFAIT Ville+CP+Rue;route du paulu, saint-pierre-de-varengeville, rouen, seine-maritime, normandie, france métropolitaine, 76480, france;49.5023143;0.93001426;49.5023143;0.93001426;;;✅✅CONSERVE_PARFAIT
;La frite gourmande by la frite qui Plé;food;le tréport;76470;esplanade des congés payés;OK Ville+CP;avenue du maréchal foch, le tréport, dieppe, seine-maritime, normandie, france métropolitaine, 76470, france;50.0635698;1.3763151;50.0635698;1.3763151;;;PAS_TROUVE
;Jardin du Château d'Imbleville;nature;imbleville;76890;2100 route de la vallée de la saâne;OK Ville+CP;château d'imbleville, route de la vallée de la saâne, la couture, imbleville, dieppe, seine-maritime, normandie, france métropolitaine, 76890, france;49.7230942;0.95545983;49.7152138;0.9520977;Route de la Vallée de la Saâne, La Couture, Imbleville, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76890, France;adresse_seule;✅CORRIGE
;Le Gros-Horloge;culture;rouen;76000;rue du gros horloge;PARFAIT Ville+CP+Rue;95 bis, rue du gros-horloge, vieux-marché-cathédrale, quartier vieux-marché cathédrale, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.4415052;1.09123645;49.4415052;1.09123645;;;✅✅CONSERVE_PARFAIT
;Les Vergers;activity;le mesnil-sous-jumièges;76480;;OK Ville+CP;route du manoir, le bourg, le mesnil-sous-jumièges, rouen, seine-maritime, normandie, france métropolitaine, 76480, france;49.4116294;0.85752404;49.4116294;0.85752404;;;PAS_TROUVE
;Aire de Camping-Car de Buchy;accommodation;buchy;76750;parking de la halle en scène;OK Ville+CP;route de forges, buchy, rouen, seine-maritime, normandie, france métropolitaine, 76750, france;49.5862956;1.36471982;49.5862956;1.36471982;;;PAS_TROUVE
;Sortie nature : De la vie dans le jardin - Participez à la vie du jardin de la maison Dahlia;event;le havre;76610;70 avenue paul verlaine;OK Ville+CP;139, rue des saules, sainte-cécile, le havre, seine-maritime, normandie, france métropolitaine, 76610, france;49.5126201;0.1586729;49.509094;0.1600523;Maison Dahlia, 70, Avenue Paul Verlaine, Aplemont, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76610, France;adresse_seule;✅CORRIGE
;Villa Saint-Laurent;accommodation;criel-sur-mer;76910;75 rue de la mer;OK Ville+CP;rue de la mer, mesnil-val, criel-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76910, france;50.039045;1.340833;50.0392937;1.3399557;Rue de la Mer, Mesnil-Val, Criel-sur-Mer, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76910, France;adresse_seule;✅CORRIGE
;Visite guidée - Eu : Mille ans d'Histoire;event;eu;76260;bureau d'accueil touristique de la ville d'eu;OK Ville+CP;place guillaume le conquérant, d 1915, eu, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.0485671;1.41908166;50.0485671;1.41908166;;;PAS_TROUVE
;Gîte à la Ferme - Ferme du Manoir;accommodation;saint-nicolas-de-la-haie;76490;115 impasse du manoir;OK Ville+CP;saint-nicolas-de-la-haie, rouen, seine-maritime, normandie, france métropolitaine, 76490, france;49.554397;0.622234;49.554397;0.622234;;;PAS_TROUVE
;Rando-patrimoine : Un village cauchois ouvert sur la mer;event;bénouville;76790;2 rue de l'aiguille de belval;OK Ville+CP;place de la mare carrée, bénouville, le havre, seine-maritime, normandie, france métropolitaine, 76790, france;49.7174392;0.2516352;49.7164461;0.247287;Rue de l'Aiguille de Belval, Bénouville, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76790, France;adresse_seule;✅CORRIGE
;Bois flotté;accommodation;le tréport;76470;2 rue victor hugo;OK Ville+CP;rue victor hugo, le tréport, dieppe, seine-maritime, normandie, france métropolitaine, 76470, france;50.059349;1.378606;50.0592077;1.3793913;Rue Victor Hugo, Le Tréport, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76470, France;adresse_seule;✅CORRIGE
;Maison Mathilde;accommodation;eu;76260;11 rue de la reine mathilde;OK Ville+CP;rue de la reine mathilde, eu, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.04734;1.41963;50.0474094;1.4195082;Rue de la Reine Mathilde, Eu, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76260, France;adresse_seule;✅CORRIGE
;Auberge des Ruines;food;jumièges;76480;17 place de la mairie;OK Ville+CP;27, rue du marché, jumièges, rouen, seine-maritime, normandie, france métropolitaine, 76480, france;49.4329275;0.8190962;49.4326244;0.8188568;Auberge des ruines, Place de la Mairie, Jumièges, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76480, France;nom+ville;✅CORRIGE
;Ca carillonne à la Cathédrale;event;rouen;76000;jardin d'albane;OK Ville+CP;impasse beauvoisine, vieux-marché-cathédrale, quartier vieux-marché cathédrale, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.4464909;1.0976001;49.4464909;1.0976001;;;PAS_TROUVE
;L'Huitrière;food;étretat;76790;11 rue de traz perier;OK Ville+CP;rue du général leclerc, sous la chapelle, étretat, le havre, seine-maritime, normandie, france métropolitaine, 76790, france;49.70722;0.201365;49.7071489;0.2015805;Rue de Traz Périer, Le Grand Val, Étretat, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76790, France;adresse_seule;✅CORRIGE
;Ethic Etapes Les Hellandes;accommodation;angerville-l'orcher;76280;domaine des hellandes;PARFAIT Ville+CP+Rue;rue des hellandes, esclatot, angerville-l'orcher, le havre, seine-maritime, normandie, france métropolitaine, 76280, france;49.5762919;0.26974926;49.5762919;0.26974926;;;✅✅CONSERVE_PARFAIT
;Loto;event;criel-sur-mer;76910;45 rue du parc;OK Ville+CP;4, rue du parc, criel plage, criel-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76910, france;50.0227008;1.315837;50.0227227;1.3151911;Rue du Parc, Criel Plage, Criel-sur-Mer, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76910, France;adresse_seule;✅CORRIGE
;Le sentier du vallon;activity;orival;76500;;OK Ville+CP;1, rue hippolyte saint-amand, le nouveau monde, orival, rouen, seine-maritime, normandie, france métropolitaine, 76500, france;49.3116527;0.99580366;49.3116527;0.99580366;;;PAS_TROUVE
;Camping Barre-Y-Va;accommodation;rives-en-seine;76490;16 route de villequier;PARFAIT Ville+CP+Rue;camping barre y va, 16, route de villequier, villequier, rives-en-seine, rouen, seine-maritime, normandie, france métropolitaine, 76490, france;49.5221624;0.70336499;49.5221624;0.70336499;;;✅✅CONSERVE_PARFAIT
;Centre Hospitalier du Grand Large;shop;saint-valery-en-caux;76460;17 rue jeanne armand colin;PARFAIT Ville+CP+Rue;17, rue jeanne armand colin, la rue saint-léger, saint-léger, saint-valery-en-caux, dieppe, seine-maritime, normandie, france métropolitaine, 76460, france;49.866452;0.706878;49.866452;0.706878;;;✅✅CONSERVE_PARFAIT
;[ANNULEE] [Foire à tout] En intérieur;event;offranville;76550;/ avenue de l'épine;OK Ville+CP;rue jacques émile blanche, le ris, offranville, dieppe, seine-maritime, normandie, france métropolitaine, 76550, france;49.8691573;1.0491045;49.8674642;1.0386488;Avenue de l'Épine, Le Bout de la Ville, Offranville, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76550, France;adresse_seule;✅CORRIGE
;Le Portique - Centre régional d’art contemporain du Havre;culture;le havre;76600;30 rue gabriel péri;OK Ville+CP;rue gabriel péri, anatole france, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.4945928;0.1183492;49.4945255;0.1185272;Le Portique, 30, Rue Gabriel Péri, Anatole France, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76600, France;adresse_seule;✅CORRIGE
;[Expression orale] L'Aventure Éloquence;event;dieppe;76200;/ 63 rue de la barre;PARFAIT Ville+CP+Rue;conservatoire camille saint-saëns, 63, rue de la barre, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.9241256;1.0742735;49.9241256;1.0742735;;;✅✅CONSERVE_PARFAIT
;Visite famille : Crypto-visite;event;le havre;76600;53 rue de l'abbaye;OK Ville+CP;prieuré de graville, rue de l'abbaye, graville, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.5033248;0.1650465;49.5033385;0.1664787;53, Rue de l'Abbaye, Graville, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76600, France;adresse_seule;✅CORRIGE
;L'atelier des gourmands;shop;yerville;76760;32 rue jacques ferny;PARFAIT Ville+CP+Rue;34, rue jacques ferny, résidence des lilas, yerville, rouen, seine-maritime, normandie, france métropolitaine, 76760, france;49.66839;0.89762;49.66839;0.89762;;;✅✅CONSERVE_PARFAIT
;Aire de camping-cars - Saint-Jouin-Bruneval;accommodation;saint-jouin-bruneval;76280;23 rue lord louis mountbatten;OK Ville+CP;rue lord louis mountbatten, saint-jouin-bruneval, le havre, seine-maritime, normandie, france métropolitaine, 76280, france;49.6511677;0.1643121;49.6451883;0.1616174;Rue Lord Louis Mountbatten, Saint-Jouin-Bruneval, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76280, France;adresse_seule;✅CORRIGE
;L'Annexe;accommodation;fécamp;76400;23 impasse godard;OK Ville+CP;impasse godard, fécamp, le havre, seine-maritime, normandie, france métropolitaine, 76400, france;49.7567064;0.3681822;49.7572731;0.3684002;Impasse Godard, Fécamp, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76400, France;adresse_seule;✅CORRIGE
;[Exposition] Natalia Flament;event;offranville;76550;/ 453 rue louis loucheur;OK Ville+CP;rue louis loucheur, le ris, offranville, dieppe, seine-maritime, normandie, france métropolitaine, 76550, france;49.8726358;1.0438192;49.8717457;1.042393;Camping du Colombier, 453, Rue Louis Loucheur, Le Ris, Offranville, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76550, France;adresse_seule;✅CORRIGE
;Chapelle de grainval;culture;saint-léonard;76400;128 -142 route de grainval;OK Ville+CP;route de grainval, grainval, saint-léonard, le havre, seine-maritime, normandie, france métropolitaine, 76400, france;49.7445609;0.3469675;49.7447663;0.3472436;Chapelle Notre-Dame de Lourdes, Route de Grainval, Grainval, Saint-Léonard, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76400, France;nom+ville;✅CORRIGE
;Zone humide et ecopâturage;nature;criel-sur-mer;76910;place charles de gaulle;PARFAIT Ville+CP+Rue;place du général de gaulle, criel-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76910, france;50.017558;1.31580489;50.017558;1.31580489;;;✅✅CONSERVE_PARFAIT
;Villa les Mouettes;accommodation;quiberville;76860;41 rue des bruyères;OK Ville+CP;113, rue des bruyères, quiberville-sur-mer, dieppe, seine-maritime, normandie, france métropolitaine, 76860, france;49.9037441;0.9204147;49.903598;0.9194135;41, Rue des Bruyères, Quiberville-sur-Mer, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76860, France;adresse_seule;✅CORRIGE
